spUTCTime,spClockTime,price
2025-02-02 05:00:00+00:00,2025-02-02 05:00:00+00:00,12.88
2025-02-02 05:30:00+00:00,2025-02-02 05:30:00+00:00,12.88
2025-02-02 06:00:00+00:00,2025-02-02 06:00:00+00:00,8.7
2025-02-02 06:30:00+00:00,2025-02-02 06:30:00+00:00,8.0
2025-02-02 07:00:00+00:00,2025-02-02 07:00:00+00:00,9.304
2025-02-02 07:30:00+00:00,2025-02-02 07:30:00+00:00,11.408
2025-02-02 08:00:00+00:00,2025-02-02 08:00:00+00:00,11.71304
2025-02-02 08:30:00+00:00,2025-02-02 08:30:00+00:00,12.89
2025-02-02 09:00:00+00:00,2025-02-02 09:00:00+00:00,8.734723709678482
2025-02-02 09:30:00+00:00,2025-02-02 09:30:00+00:00,9.2
2025-02-02 10:00:00+00:00,2025-02-02 10:00:00+00:00,-0.157
2025-02-02 10:30:00+00:00,2025-02-02 10:30:00+00:00,-0.157
2025-02-02 11:00:00+00:00,2025-02-02 11:00:00+00:00,3.472418127795778
2025-02-02 11:30:00+00:00,2025-02-02 11:30:00+00:00,0.01
2025-02-02 12:00:00+00:00,2025-02-02 12:00:00+00:00,7.783979202481146
2025-02-02 12:30:00+00:00,2025-02-02 12:30:00+00:00,8.5
2025-02-02 13:00:00+00:00,2025-02-02 13:00:00+00:00,10.113
2025-02-02 13:30:00+00:00,2025-02-02 13:30:00+00:00,11.0
2025-02-02 14:00:00+00:00,2025-02-02 14:00:00+00:00,9.304
2025-02-02 14:30:00+00:00,2025-02-02 14:30:00+00:00,9.25
2025-02-02 15:00:00+00:00,2025-02-02 15:00:00+00:00,9.25
2025-02-02 15:30:00+00:00,2025-02-02 15:30:00+00:00,9.25
2025-02-02 16:00:00+00:00,2025-02-02 16:00:00+00:00,0.6504890631051674
2025-02-02 16:30:00+00:00,2025-02-02 16:30:00+00:00,9.334999999999999
2025-02-02 17:00:00+00:00,2025-02-02 17:00:00+00:00,9.370000000000001
2025-02-02 17:30:00+00:00,2025-02-02 17:30:00+00:00,10.227
2025-02-02 18:00:00+00:00,2025-02-02 18:00:00+00:00,14.665000000000001
2025-02-02 18:30:00+00:00,2025-02-02 18:30:00+00:00,11.714
2025-02-02 19:00:00+00:00,2025-02-02 19:00:00+00:00,10.261
2025-02-02 19:30:00+00:00,2025-02-02 19:30:00+00:00,9.372
2025-02-02 20:00:00+00:00,2025-02-02 20:00:00+00:00,0.1
2025-02-02 20:30:00+00:00,2025-02-02 20:30:00+00:00,9.370000000000001
2025-02-02 21:00:00+00:00,2025-02-02 21:00:00+00:00,9.375
2025-02-02 21:30:00+00:00,2025-02-02 21:30:00+00:00,12.8
2025-02-02 22:00:00+00:00,2025-02-02 22:00:00+00:00,13.4
2025-02-02 22:30:00+00:00,2025-02-02 22:30:00+00:00,12.7
2025-02-02 23:00:00+00:00,2025-02-02 23:00:00+00:00,8.2
2025-02-02 23:30:00+00:00,2025-02-02 23:30:00+00:00,10.723
2025-02-03 00:00:00+00:00,2025-02-03 00:00:00+00:00,9.012564071260563
2025-02-03 00:30:00+00:00,2025-02-03 00:30:00+00:00,8.095251723251057
2025-02-03 01:00:00+00:00,2025-02-03 01:00:00+00:00,9.906
2025-02-03 01:30:00+00:00,2025-02-03 01:30:00+00:00,9.0
2025-02-03 02:00:00+00:00,2025-02-03 02:00:00+00:00,8.5
2025-02-03 02:30:00+00:00,2025-02-03 02:30:00+00:00,7.217671682205756
2025-02-03 03:00:00+00:00,2025-02-03 03:00:00+00:00,9.14
2025-02-03 03:30:00+00:00,2025-02-03 03:30:00+00:00,9.337
2025-02-03 04:00:00+00:00,2025-02-03 04:00:00+00:00,9.690000000000001
2025-02-03 04:30:00+00:00,2025-02-03 04:30:00+00:00,9.108
2025-02-03 05:00:00+00:00,2025-02-03 05:00:00+00:00,1.2
2025-02-03 05:30:00+00:00,2025-02-03 05:30:00+00:00,9.76
2025-02-03 06:00:00+00:00,2025-02-03 06:00:00+00:00,9.908
2025-02-03 06:30:00+00:00,2025-02-03 06:30:00+00:00,13.95
2025-02-03 07:00:00+00:00,2025-02-03 07:00:00+00:00,15.690000000000001
2025-02-03 07:30:00+00:00,2025-02-03 07:30:00+00:00,15.690000000000001
2025-02-03 08:00:00+00:00,2025-02-03 08:00:00+00:00,9.4
2025-02-03 08:30:00+00:00,2025-02-03 08:30:00+00:00,9.3
2025-02-03 09:00:00+00:00,2025-02-03 09:00:00+00:00,8.7747713111542
2025-02-03 09:30:00+00:00,2025-02-03 09:30:00+00:00,10.952
2025-02-03 10:00:00+00:00,2025-02-03 10:00:00+00:00,10.409
2025-02-03 10:30:00+00:00,2025-02-03 10:30:00+00:00,11.8
2025-02-03 11:00:00+00:00,2025-02-03 11:00:00+00:00,11.8
2025-02-03 11:30:00+00:00,2025-02-03 11:30:00+00:00,11.8
2025-02-03 12:00:00+00:00,2025-02-03 12:00:00+00:00,9.07872560715785
2025-02-03 12:30:00+00:00,2025-02-03 12:30:00+00:00,9.968
2025-02-03 13:00:00+00:00,2025-02-03 13:00:00+00:00,9.997
2025-02-03 13:30:00+00:00,2025-02-03 13:30:00+00:00,2.77
2025-02-03 14:00:00+00:00,2025-02-03 14:00:00+00:00,7.815801996466473
2025-02-03 14:30:00+00:00,2025-02-03 14:30:00+00:00,8.374784919930383
2025-02-03 15:00:00+00:00,2025-02-03 15:00:00+00:00,8.951
2025-02-03 15:30:00+00:00,2025-02-03 15:30:00+00:00,8.395702850789156
2025-02-03 16:00:00+00:00,2025-02-03 16:00:00+00:00,11.7
2025-02-03 16:30:00+00:00,2025-02-03 16:30:00+00:00,9.415000000000001
2025-02-03 17:00:00+00:00,2025-02-03 17:00:00+00:00,16.15
2025-02-03 17:30:00+00:00,2025-02-03 17:30:00+00:00,15.9
2025-02-03 18:00:00+00:00,2025-02-03 18:00:00+00:00,9.416
2025-02-03 18:30:00+00:00,2025-02-03 18:30:00+00:00,15.13928633895244
2025-02-03 19:00:00+00:00,2025-02-03 19:00:00+00:00,13.405000000000001
2025-02-03 19:30:00+00:00,2025-02-03 19:30:00+00:00,9.41959592780784
2025-02-03 20:00:00+00:00,2025-02-03 20:00:00+00:00,10.977
2025-02-03 20:30:00+00:00,2025-02-03 20:30:00+00:00,12.367005076142132
2025-02-03 21:00:00+00:00,2025-02-03 21:00:00+00:00,11.869005076142132
2025-02-03 21:30:00+00:00,2025-02-03 21:30:00+00:00,12.238
2025-02-03 22:00:00+00:00,2025-02-03 22:00:00+00:00,8.473219497603164
2025-02-03 22:30:00+00:00,2025-02-03 22:30:00+00:00,10.676
2025-02-03 23:00:00+00:00,2025-02-03 23:00:00+00:00,10.278915150593184
2025-02-03 23:30:00+00:00,2025-02-03 23:30:00+00:00,8.671
2025-02-04 00:00:00+00:00,2025-02-04 00:00:00+00:00,11.697
2025-02-04 00:30:00+00:00,2025-02-04 00:30:00+00:00,11.706
2025-02-04 01:00:00+00:00,2025-02-04 01:00:00+00:00,4.45
2025-02-04 01:30:00+00:00,2025-02-04 01:30:00+00:00,9.748999999999999
2025-02-04 02:00:00+00:00,2025-02-04 02:00:00+00:00,8.393
2025-02-04 02:30:00+00:00,2025-02-04 02:30:00+00:00,11.176
2025-02-04 03:00:00+00:00,2025-02-04 03:00:00+00:00,11.369005076142132
2025-02-04 03:30:00+00:00,2025-02-04 03:30:00+00:00,11.208
2025-02-04 04:00:00+00:00,2025-02-04 04:00:00+00:00,11.561
2025-02-04 04:30:00+00:00,2025-02-04 04:30:00+00:00,11.86700680272109
2025-02-04 05:00:00+00:00,2025-02-04 05:00:00+00:00,12.6
2025-02-04 05:30:00+00:00,2025-02-04 05:30:00+00:00,12.375
2025-02-04 06:00:00+00:00,2025-02-04 06:00:00+00:00,13.3
2025-02-04 06:30:00+00:00,2025-02-04 06:30:00+00:00,13.3
2025-02-04 07:00:00+00:00,2025-02-04 07:00:00+00:00,14.0
2025-02-04 07:30:00+00:00,2025-02-04 07:30:00+00:00,14.0
2025-02-04 08:00:00+00:00,2025-02-04 08:00:00+00:00,9.179
2025-02-04 08:30:00+00:00,2025-02-04 08:30:00+00:00,13.8
2025-02-04 09:00:00+00:00,2025-02-04 09:00:00+00:00,13.65
2025-02-04 09:30:00+00:00,2025-02-04 09:30:00+00:00,11.758
2025-02-04 10:00:00+00:00,2025-02-04 10:00:00+00:00,9.309999999999999
2025-02-04 10:30:00+00:00,2025-02-04 10:30:00+00:00,9.4
2025-02-04 11:00:00+00:00,2025-02-04 11:00:00+00:00,9.303
2025-02-04 11:30:00+00:00,2025-02-04 11:30:00+00:00,9.309999999999999
2025-02-04 12:00:00+00:00,2025-02-04 12:00:00+00:00,9.303
2025-02-04 12:30:00+00:00,2025-02-04 12:30:00+00:00,13.959999999999999
2025-02-04 13:00:00+00:00,2025-02-04 13:00:00+00:00,14.5
2025-02-04 13:30:00+00:00,2025-02-04 13:30:00+00:00,13.8
2025-02-04 14:00:00+00:00,2025-02-04 14:00:00+00:00,9.309999999999999
2025-02-04 14:30:00+00:00,2025-02-04 14:30:00+00:00,9.309999999999999
2025-02-04 15:00:00+00:00,2025-02-04 15:00:00+00:00,11.987
2025-02-04 15:30:00+00:00,2025-02-04 15:30:00+00:00,9.309999999999999
2025-02-04 16:00:00+00:00,2025-02-04 16:00:00+00:00,13.136000000000001
2025-02-04 16:30:00+00:00,2025-02-04 16:30:00+00:00,14.583000000000002
2025-02-04 17:00:00+00:00,2025-02-04 17:00:00+00:00,15.0
2025-02-04 17:30:00+00:00,2025-02-04 17:30:00+00:00,15.4
2025-02-04 18:00:00+00:00,2025-02-04 18:00:00+00:00,15.244969696969696
2025-02-04 18:30:00+00:00,2025-02-04 18:30:00+00:00,15.0
2025-02-04 19:00:00+00:00,2025-02-04 19:00:00+00:00,14.137
2025-02-04 19:30:00+00:00,2025-02-04 19:30:00+00:00,14.004
2025-02-04 20:00:00+00:00,2025-02-04 20:00:00+00:00,13.175
2025-02-04 20:30:00+00:00,2025-02-04 20:30:00+00:00,13.175
2025-02-04 21:00:00+00:00,2025-02-04 21:00:00+00:00,9.795020854468094
2025-02-04 21:30:00+00:00,2025-02-04 21:30:00+00:00,13.3
2025-02-04 22:00:00+00:00,2025-02-04 22:00:00+00:00,11.963
2025-02-04 22:30:00+00:00,2025-02-04 22:30:00+00:00,8.9
2025-02-04 23:00:00+00:00,2025-02-04 23:00:00+00:00,12.6
2025-02-04 23:30:00+00:00,2025-02-04 23:30:00+00:00,12.408
2025-02-05 00:00:00+00:00,2025-02-05 00:00:00+00:00,12.408
2025-02-05 00:30:00+00:00,2025-02-05 00:30:00+00:00,12.408
2025-02-05 01:00:00+00:00,2025-02-05 01:00:00+00:00,11.89
2025-02-05 01:30:00+00:00,2025-02-05 01:30:00+00:00,11.979020408163265
2025-02-05 02:00:00+00:00,2025-02-05 02:00:00+00:00,9.977
2025-02-05 02:30:00+00:00,2025-02-05 02:30:00+00:00,10.062000000000001
2025-02-05 03:00:00+00:00,2025-02-05 03:00:00+00:00,10.306000000000001
2025-02-05 03:30:00+00:00,2025-02-05 03:30:00+00:00,10.306000000000001
2025-02-05 04:00:00+00:00,2025-02-05 04:00:00+00:00,11.219007999999999
2025-02-05 04:30:00+00:00,2025-02-05 04:30:00+00:00,11.219007999999999
2025-02-05 05:00:00+00:00,2025-02-05 05:00:00+00:00,12.9
2025-02-05 05:30:00+00:00,2025-02-05 05:30:00+00:00,11.176
2025-02-05 06:00:00+00:00,2025-02-05 06:00:00+00:00,12.99
2025-02-05 06:30:00+00:00,2025-02-05 06:30:00+00:00,12.9
2025-02-05 07:00:00+00:00,2025-02-05 07:00:00+00:00,15.500045203869451
2025-02-05 07:30:00+00:00,2025-02-05 07:30:00+00:00,15.690000000000001
2025-02-05 08:00:00+00:00,2025-02-05 08:00:00+00:00,13.9
2025-02-05 08:30:00+00:00,2025-02-05 08:30:00+00:00,13.95
2025-02-05 09:00:00+00:00,2025-02-05 09:00:00+00:00,14.0
2025-02-05 09:30:00+00:00,2025-02-05 09:30:00+00:00,13.95
2025-02-05 10:00:00+00:00,2025-02-05 10:00:00+00:00,13.9
2025-02-05 10:30:00+00:00,2025-02-05 10:30:00+00:00,13.9
2025-02-05 11:00:00+00:00,2025-02-05 11:00:00+00:00,13.89
2025-02-05 11:30:00+00:00,2025-02-05 11:30:00+00:00,9.411
2025-02-05 12:00:00+00:00,2025-02-05 12:00:00+00:00,9.267846776518082
2025-02-05 12:30:00+00:00,2025-02-05 12:30:00+00:00,5.5
2025-02-05 13:00:00+00:00,2025-02-05 13:00:00+00:00,11.184000000000001
2025-02-05 13:30:00+00:00,2025-02-05 13:30:00+00:00,13.89
2025-02-05 14:00:00+00:00,2025-02-05 14:00:00+00:00,9.41
2025-02-05 14:30:00+00:00,2025-02-05 14:30:00+00:00,9.523126138380004
2025-02-05 15:00:00+00:00,2025-02-05 15:00:00+00:00,9.511
2025-02-05 15:30:00+00:00,2025-02-05 15:30:00+00:00,7.5
2025-02-05 16:00:00+00:00,2025-02-05 16:00:00+00:00,9.55
2025-02-05 16:30:00+00:00,2025-02-05 16:30:00+00:00,15.663999999999998
2025-02-05 17:00:00+00:00,2025-02-05 17:00:00+00:00,17.094
2025-02-05 17:30:00+00:00,2025-02-05 17:30:00+00:00,17.465
2025-02-05 18:00:00+00:00,2025-02-05 18:00:00+00:00,17.494999999999997
2025-02-05 18:30:00+00:00,2025-02-05 18:30:00+00:00,17.419999999999998
2025-02-05 19:00:00+00:00,2025-02-05 19:00:00+00:00,15.395017543859648
2025-02-05 19:30:00+00:00,2025-02-05 19:30:00+00:00,15.4
2025-02-05 20:00:00+00:00,2025-02-05 20:00:00+00:00,14.115
2025-02-05 20:30:00+00:00,2025-02-05 20:30:00+00:00,14.116999999999999
2025-02-05 21:00:00+00:00,2025-02-05 21:00:00+00:00,14.9
2025-02-05 21:30:00+00:00,2025-02-05 21:30:00+00:00,14.643
2025-02-05 22:00:00+00:00,2025-02-05 22:00:00+00:00,13.9
2025-02-05 22:30:00+00:00,2025-02-05 22:30:00+00:00,13.1
2025-02-05 23:00:00+00:00,2025-02-05 23:00:00+00:00,10.615
2025-02-05 23:30:00+00:00,2025-02-05 23:30:00+00:00,9.57
2025-02-06 00:00:00+00:00,2025-02-06 00:00:00+00:00,9.57
2025-02-06 00:30:00+00:00,2025-02-06 00:30:00+00:00,12.8
2025-02-06 01:00:00+00:00,2025-02-06 01:00:00+00:00,12.0
2025-02-06 01:30:00+00:00,2025-02-06 01:30:00+00:00,12.0
2025-02-06 02:00:00+00:00,2025-02-06 02:00:00+00:00,5.5
2025-02-06 02:30:00+00:00,2025-02-06 02:30:00+00:00,12.0
2025-02-06 03:00:00+00:00,2025-02-06 03:00:00+00:00,12.4
2025-02-06 03:30:00+00:00,2025-02-06 03:30:00+00:00,12.2
2025-02-06 04:00:00+00:00,2025-02-06 04:00:00+00:00,12.0
2025-02-06 04:30:00+00:00,2025-02-06 04:30:00+00:00,9.555831428124254
2025-02-06 05:00:00+00:00,2025-02-06 05:00:00+00:00,9.311
2025-02-06 05:30:00+00:00,2025-02-06 05:30:00+00:00,9.559999999999999
2025-02-06 06:00:00+00:00,2025-02-06 06:00:00+00:00,15.060963545743792
2025-02-06 06:30:00+00:00,2025-02-06 06:30:00+00:00,15.855
2025-02-06 07:00:00+00:00,2025-02-06 07:00:00+00:00,16.9
2025-02-06 07:30:00+00:00,2025-02-06 07:30:00+00:00,19.771
2025-02-06 08:00:00+00:00,2025-02-06 08:00:00+00:00,9.51
2025-02-06 08:30:00+00:00,2025-02-06 08:30:00+00:00,15.631214130711868
2025-02-06 09:00:00+00:00,2025-02-06 09:00:00+00:00,15.915000000000001
2025-02-06 09:30:00+00:00,2025-02-06 09:30:00+00:00,9.57
2025-02-06 10:00:00+00:00,2025-02-06 10:00:00+00:00,8.849
2025-02-06 10:30:00+00:00,2025-02-06 10:30:00+00:00,9.58
2025-02-06 11:00:00+00:00,2025-02-06 11:00:00+00:00,12.431999999999999
2025-02-06 11:30:00+00:00,2025-02-06 11:30:00+00:00,9.611
2025-02-06 12:00:00+00:00,2025-02-06 12:00:00+00:00,12.8
2025-02-06 12:30:00+00:00,2025-02-06 12:30:00+00:00,9.611
2025-02-06 13:00:00+00:00,2025-02-06 13:00:00+00:00,9.65
2025-02-06 13:30:00+00:00,2025-02-06 13:30:00+00:00,9.611
2025-02-06 14:00:00+00:00,2025-02-06 14:00:00+00:00,9.651
2025-02-06 14:30:00+00:00,2025-02-06 14:30:00+00:00,9.651
2025-02-06 15:00:00+00:00,2025-02-06 15:00:00+00:00,9.651
2025-02-06 15:30:00+00:00,2025-02-06 15:30:00+00:00,9.651
2025-02-06 16:00:00+00:00,2025-02-06 16:00:00+00:00,9.727
2025-02-06 16:30:00+00:00,2025-02-06 16:30:00+00:00,14.0
2025-02-06 17:00:00+00:00,2025-02-06 17:00:00+00:00,17.2
2025-02-06 17:30:00+00:00,2025-02-06 17:30:00+00:00,15.327015384615384
2025-02-06 18:00:00+00:00,2025-02-06 18:00:00+00:00,14.062000000000001
2025-02-06 18:30:00+00:00,2025-02-06 18:30:00+00:00,9.73
2025-02-06 19:00:00+00:00,2025-02-06 19:00:00+00:00,9.73
2025-02-06 19:30:00+00:00,2025-02-06 19:30:00+00:00,13.025003984063744
2025-02-06 20:00:00+00:00,2025-02-06 20:00:00+00:00,14.39998499962499
2025-02-06 20:30:00+00:00,2025-02-06 20:30:00+00:00,14.5
2025-02-06 21:00:00+00:00,2025-02-06 21:00:00+00:00,15.0
2025-02-06 21:30:00+00:00,2025-02-06 21:30:00+00:00,14.5
2025-02-06 22:00:00+00:00,2025-02-06 22:00:00+00:00,13.99517538888889
2025-02-06 22:30:00+00:00,2025-02-06 22:30:00+00:00,13.9
2025-02-06 23:00:00+00:00,2025-02-06 23:00:00+00:00,9.6
2025-02-06 23:30:00+00:00,2025-02-06 23:30:00+00:00,9.6
2025-02-07 00:00:00+00:00,2025-02-07 00:00:00+00:00,9.025
2025-02-07 00:30:00+00:00,2025-02-07 00:30:00+00:00,9.05
2025-02-07 01:00:00+00:00,2025-02-07 01:00:00+00:00,9.05
2025-02-07 01:30:00+00:00,2025-02-07 01:30:00+00:00,9.05
2025-02-07 02:00:00+00:00,2025-02-07 02:00:00+00:00,9.05
2025-02-07 02:30:00+00:00,2025-02-07 02:30:00+00:00,9.025
2025-02-07 03:00:00+00:00,2025-02-07 03:00:00+00:00,9.025
2025-02-07 03:30:00+00:00,2025-02-07 03:30:00+00:00,9.025
2025-02-07 04:00:00+00:00,2025-02-07 04:00:00+00:00,9.171
2025-02-07 04:30:00+00:00,2025-02-07 04:30:00+00:00,13.0
2025-02-07 05:00:00+00:00,2025-02-07 05:00:00+00:00,13.0
2025-02-07 05:30:00+00:00,2025-02-07 05:30:00+00:00,14.0
2025-02-07 06:00:00+00:00,2025-02-07 06:00:00+00:00,14.0
2025-02-07 06:30:00+00:00,2025-02-07 06:30:00+00:00,13.7
2025-02-07 07:00:00+00:00,2025-02-07 07:00:00+00:00,9.705
2025-02-07 07:30:00+00:00,2025-02-07 07:30:00+00:00,9.651
2025-02-07 08:00:00+00:00,2025-02-07 08:00:00+00:00,14.780000000000001
2025-02-07 08:30:00+00:00,2025-02-07 08:30:00+00:00,9.651
2025-02-07 09:00:00+00:00,2025-02-07 09:00:00+00:00,9.651
2025-02-07 09:30:00+00:00,2025-02-07 09:30:00+00:00,9.651
2025-02-07 10:00:00+00:00,2025-02-07 10:00:00+00:00,16.425
2025-02-07 10:30:00+00:00,2025-02-07 10:30:00+00:00,14.780000000000001
2025-02-07 11:00:00+00:00,2025-02-07 11:00:00+00:00,14.780000000000001
2025-02-07 11:30:00+00:00,2025-02-07 11:30:00+00:00,14.780000000000001
2025-02-07 12:00:00+00:00,2025-02-07 12:00:00+00:00,14.780000000000001
2025-02-07 12:30:00+00:00,2025-02-07 12:30:00+00:00,14.780000000000001
2025-02-07 13:00:00+00:00,2025-02-07 13:00:00+00:00,14.0
2025-02-07 13:30:00+00:00,2025-02-07 13:30:00+00:00,13.5
2025-02-07 14:00:00+00:00,2025-02-07 14:00:00+00:00,14.0
2025-02-07 14:30:00+00:00,2025-02-07 14:30:00+00:00,14.0
2025-02-07 15:00:00+00:00,2025-02-07 15:00:00+00:00,11.9200083469551
2025-02-07 15:30:00+00:00,2025-02-07 15:30:00+00:00,14.8
2025-02-07 16:00:00+00:00,2025-02-07 16:00:00+00:00,14.8
2025-02-07 16:30:00+00:00,2025-02-07 16:30:00+00:00,14.8
2025-02-07 17:00:00+00:00,2025-02-07 17:00:00+00:00,14.8
2025-02-07 17:30:00+00:00,2025-02-07 17:30:00+00:00,14.8
2025-02-07 18:00:00+00:00,2025-02-07 18:00:00+00:00,14.8
2025-02-07 18:30:00+00:00,2025-02-07 18:30:00+00:00,14.8
2025-02-07 19:00:00+00:00,2025-02-07 19:00:00+00:00,14.8
2025-02-07 19:30:00+00:00,2025-02-07 19:30:00+00:00,14.0
2025-02-07 20:00:00+00:00,2025-02-07 20:00:00+00:00,12.995
2025-02-07 20:30:00+00:00,2025-02-07 20:30:00+00:00,9.72
2025-02-07 21:00:00+00:00,2025-02-07 21:00:00+00:00,9.731
2025-02-07 21:30:00+00:00,2025-02-07 21:30:00+00:00,13.5
2025-02-07 22:00:00+00:00,2025-02-07 22:00:00+00:00,13.7
2025-02-07 22:30:00+00:00,2025-02-07 22:30:00+00:00,13.7
2025-02-07 23:00:00+00:00,2025-02-07 23:00:00+00:00,13.2
2025-02-07 23:30:00+00:00,2025-02-07 23:30:00+00:00,13.1
2025-02-08 00:00:00+00:00,2025-02-08 00:00:00+00:00,13.1
2025-02-08 00:30:00+00:00,2025-02-08 00:30:00+00:00,9.266
2025-02-08 01:00:00+00:00,2025-02-08 01:00:00+00:00,9.401
2025-02-08 01:30:00+00:00,2025-02-08 01:30:00+00:00,9.179
2025-02-08 02:00:00+00:00,2025-02-08 02:00:00+00:00,11.994720592331912
2025-02-08 02:30:00+00:00,2025-02-08 02:30:00+00:00,10.022
2025-02-08 03:00:00+00:00,2025-02-08 03:00:00+00:00,14.547
2025-02-08 03:30:00+00:00,2025-02-08 03:30:00+00:00,16.0
2025-02-08 04:00:00+00:00,2025-02-08 04:00:00+00:00,14.75
2025-02-08 04:30:00+00:00,2025-02-08 04:30:00+00:00,11.581
2025-02-08 05:00:00+00:00,2025-02-08 05:00:00+00:00,12.257
2025-02-08 05:30:00+00:00,2025-02-08 05:30:00+00:00,15.5
2025-02-08 06:00:00+00:00,2025-02-08 06:00:00+00:00,11.97
2025-02-08 06:30:00+00:00,2025-02-08 06:30:00+00:00,14.0
2025-02-08 07:00:00+00:00,2025-02-08 07:00:00+00:00,9.651
2025-02-08 07:30:00+00:00,2025-02-08 07:30:00+00:00,9.655
2025-02-08 08:00:00+00:00,2025-02-08 08:00:00+00:00,9.726
2025-02-08 08:30:00+00:00,2025-02-08 08:30:00+00:00,14.2
2025-02-08 09:00:00+00:00,2025-02-08 09:00:00+00:00,14.4
2025-02-08 09:30:00+00:00,2025-02-08 09:30:00+00:00,15.6
2025-02-08 10:00:00+00:00,2025-02-08 10:00:00+00:00,16.425
2025-02-08 10:30:00+00:00,2025-02-08 10:30:00+00:00,16.3
