spUTCTime,spClockTime,price
2025-03-21 19:00:00+00:00,2025-03-21 19:00:00+00:00,12.695
2025-03-21 19:30:00+00:00,2025-03-21 19:30:00+00:00,12.6
2025-03-21 20:00:00+00:00,2025-03-21 20:00:00+00:00,12.6
2025-03-21 20:30:00+00:00,2025-03-21 20:30:00+00:00,11.959999999999999
2025-03-21 21:00:00+00:00,2025-03-21 21:00:00+00:00,11.8
2025-03-21 21:30:00+00:00,2025-03-21 21:30:00+00:00,11.35
2025-03-21 22:00:00+00:00,2025-03-21 22:00:00+00:00,11.24
2025-03-21 22:30:00+00:00,2025-03-21 22:30:00+00:00,10.959999999999999
2025-03-21 23:00:00+00:00,2025-03-21 23:00:00+00:00,10.75
2025-03-21 23:30:00+00:00,2025-03-21 23:30:00+00:00,10.75
2025-03-22 00:00:00+00:00,2025-03-22 00:00:00+00:00,10.7
2025-03-22 00:30:00+00:00,2025-03-22 00:30:00+00:00,10.7
2025-03-22 01:00:00+00:00,2025-03-22 01:00:00+00:00,10.695
2025-03-22 01:30:00+00:00,2025-03-22 01:30:00+00:00,10.49
2025-03-22 02:00:00+00:00,2025-03-22 02:00:00+00:00,7.641
2025-03-22 02:30:00+00:00,2025-03-22 02:30:00+00:00,8.764
2025-03-22 03:00:00+00:00,2025-03-22 03:00:00+00:00,-0.045
2025-03-22 03:30:00+00:00,2025-03-22 03:30:00+00:00,7.372
2025-03-22 04:00:00+00:00,2025-03-22 04:00:00+00:00,7.778042854646465
2025-03-22 04:30:00+00:00,2025-03-22 04:30:00+00:00,-0.045
2025-03-22 05:00:00+00:00,2025-03-22 05:00:00+00:00,-0.045
2025-03-22 05:30:00+00:00,2025-03-22 05:30:00+00:00,-0.045
2025-03-22 06:00:00+00:00,2025-03-22 06:00:00+00:00,-0.045
2025-03-22 06:30:00+00:00,2025-03-22 06:30:00+00:00,-0.045
2025-03-22 07:00:00+00:00,2025-03-22 07:00:00+00:00,0.844
2025-03-22 07:30:00+00:00,2025-03-22 07:30:00+00:00,10.695
2025-03-22 08:00:00+00:00,2025-03-22 08:00:00+00:00,10.695
2025-03-22 08:30:00+00:00,2025-03-22 08:30:00+00:00,11.5
2025-03-22 09:00:00+00:00,2025-03-22 09:00:00+00:00,11.501852735930191
2025-03-22 09:30:00+00:00,2025-03-22 09:30:00+00:00,11.5
2025-03-22 10:00:00+00:00,2025-03-22 10:00:00+00:00,11.5
2025-03-22 10:30:00+00:00,2025-03-22 10:30:00+00:00,10.129999999999999
2025-03-22 11:00:00+00:00,2025-03-22 11:00:00+00:00,9.03868975194564
2025-03-22 11:30:00+00:00,2025-03-22 11:30:00+00:00,7.7620000000000005
2025-03-22 12:00:00+00:00,2025-03-22 12:00:00+00:00,11.5
2025-03-22 12:30:00+00:00,2025-03-22 12:30:00+00:00,11.5
2025-03-22 13:00:00+00:00,2025-03-22 13:00:00+00:00,11.5
2025-03-22 13:30:00+00:00,2025-03-22 13:30:00+00:00,10.946
2025-03-22 14:00:00+00:00,2025-03-22 14:00:00+00:00,11.5
2025-03-22 14:30:00+00:00,2025-03-22 14:30:00+00:00,11.5
2025-03-22 15:00:00+00:00,2025-03-22 15:00:00+00:00,10.264
2025-03-22 15:30:00+00:00,2025-03-22 15:30:00+00:00,10.078
2025-03-22 16:00:00+00:00,2025-03-22 16:00:00+00:00,13.5
2025-03-22 16:30:00+00:00,2025-03-22 16:30:00+00:00,13.5
2025-03-22 17:00:00+00:00,2025-03-22 17:00:00+00:00,13.24
2025-03-22 17:30:00+00:00,2025-03-22 17:30:00+00:00,13.24
2025-03-22 18:00:00+00:00,2025-03-22 18:00:00+00:00,13.610594430281074
2025-03-22 18:30:00+00:00,2025-03-22 18:30:00+00:00,14.5
2025-03-22 19:00:00+00:00,2025-03-22 19:00:00+00:00,14.5
2025-03-22 19:30:00+00:00,2025-03-22 19:30:00+00:00,13.2
2025-03-22 20:00:00+00:00,2025-03-22 20:00:00+00:00,11.369
2025-03-22 20:30:00+00:00,2025-03-22 20:30:00+00:00,10.232
2025-03-22 21:00:00+00:00,2025-03-22 21:00:00+00:00,12.25
2025-03-22 21:30:00+00:00,2025-03-22 21:30:00+00:00,13.24
2025-03-22 22:00:00+00:00,2025-03-22 22:00:00+00:00,11.95
2025-03-22 22:30:00+00:00,2025-03-22 22:30:00+00:00,11.8
2025-03-22 23:00:00+00:00,2025-03-22 23:00:00+00:00,11.4
2025-03-22 23:30:00+00:00,2025-03-22 23:30:00+00:00,11.8
2025-03-23 00:00:00+00:00,2025-03-23 00:00:00+00:00,10.690000000000001
2025-03-23 00:30:00+00:00,2025-03-23 00:30:00+00:00,10.690000000000001
2025-03-23 01:00:00+00:00,2025-03-23 01:00:00+00:00,10.707941957890863
2025-03-23 01:30:00+00:00,2025-03-23 01:30:00+00:00,10.89
2025-03-23 02:00:00+00:00,2025-03-23 02:00:00+00:00,9.354000000000001
2025-03-23 02:30:00+00:00,2025-03-23 02:30:00+00:00,10.6
2025-03-23 03:00:00+00:00,2025-03-23 03:00:00+00:00,10.6
2025-03-23 03:30:00+00:00,2025-03-23 03:30:00+00:00,10.6
2025-03-23 04:00:00+00:00,2025-03-23 04:00:00+00:00,3.434
2025-03-23 04:30:00+00:00,2025-03-23 04:30:00+00:00,3.434
2025-03-23 05:00:00+00:00,2025-03-23 05:00:00+00:00,10.45
2025-03-23 05:30:00+00:00,2025-03-23 05:30:00+00:00,10.4
2025-03-23 06:00:00+00:00,2025-03-23 06:00:00+00:00,8.578
2025-03-23 06:30:00+00:00,2025-03-23 06:30:00+00:00,8.722
2025-03-23 07:00:00+00:00,2025-03-23 07:00:00+00:00,7.7090000000000005
2025-03-23 07:30:00+00:00,2025-03-23 07:30:00+00:00,3.7689999999999997
2025-03-23 08:00:00+00:00,2025-03-23 08:00:00+00:00,7.5
2025-03-23 08:30:00+00:00,2025-03-23 08:30:00+00:00,7.6
2025-03-23 09:00:00+00:00,2025-03-23 09:00:00+00:00,13.50002282167146
2025-03-23 09:30:00+00:00,2025-03-23 09:30:00+00:00,15.0
2025-03-23 10:00:00+00:00,2025-03-23 10:00:00+00:00,15.0
2025-03-23 10:30:00+00:00,2025-03-23 10:30:00+00:00,15.0
2025-03-23 11:00:00+00:00,2025-03-23 11:00:00+00:00,15.0
2025-03-23 11:30:00+00:00,2025-03-23 11:30:00+00:00,15.0
2025-03-23 12:00:00+00:00,2025-03-23 12:00:00+00:00,12.2
2025-03-23 12:30:00+00:00,2025-03-23 12:30:00+00:00,15.0
2025-03-23 13:00:00+00:00,2025-03-23 13:00:00+00:00,12.2
2025-03-23 13:30:00+00:00,2025-03-23 13:30:00+00:00,12.2
2025-03-23 14:00:00+00:00,2025-03-23 14:00:00+00:00,12.0
2025-03-23 14:30:00+00:00,2025-03-23 14:30:00+00:00,7.8
