creationTime,settlementDate,settlementPeriod,settlementRunType,totalExemptSupplyVolume
2025-12-08T09:55:17Z,2025-08-01,22,R2,12.5739
2025-12-08T09:55:17Z,2025-08-01,21,R2,12.778
2025-12-08T09:55:17Z,2025-08-01,20,R2,12.1156
2025-12-08T09:55:17Z,2025-08-01,19,R2,11.6786
2025-12-08T09:55:17Z,2025-08-01,18,R2,11.5174
2025-12-08T09:55:17Z,2025-08-01,17,R2,10.2503
2025-12-08T09:55:17Z,2025-08-01,16,R2,9.2223
2025-12-08T09:55:17Z,2025-08-01,15,R2,9.4282
2025-12-08T09:55:17Z,2025-08-01,13,R2,9.5197
2025-12-08T09:55:17Z,2025-08-01,1,R2,10.4515
2025-12-08T09:55:17Z,2025-08-01,11,R2,9.9207
2025-12-08T09:55:17Z,2025-08-01,10,R2,10.1368
2025-12-08T09:55:17Z,2025-08-01,9,R2,10.0301
2025-12-08T09:55:17Z,2025-08-01,8,R2,9.9592
2025-12-08T09:55:17Z,2025-08-01,7,R2,9.6543
2025-12-08T09:55:17Z,2025-08-01,6,R2,9.547
2025-12-08T09:55:17Z,2025-08-01,5,R2,9.6767
2025-12-08T09:55:17Z,2025-08-01,4,R2,10.2372
2025-12-08T09:55:17Z,2025-08-01,3,R2,10.0006
2025-12-08T09:55:17Z,2025-08-01,2,R2,10.6126
2025-12-08T09:55:17Z,2025-08-01,12,R2,9.861
2025-12-08T09:55:17Z,2025-08-01,23,R2,12.4727
2025-12-08T09:55:17Z,2025-08-01,24,R2,12.0212
2025-12-08T09:55:17Z,2025-08-01,26,R2,12.9012
2025-12-08T09:55:17Z,2025-08-01,48,R2,9.6054
2025-12-08T09:55:17Z,2025-08-01,47,R2,9.2092
2025-12-08T09:55:17Z,2025-08-01,46,R2,8.9423
2025-12-08T09:55:17Z,2025-08-01,45,R2,8.9415
2025-12-08T09:55:17Z,2025-08-01,44,R2,9.3057
2025-12-08T09:55:17Z,2025-08-01,43,R2,9.4797
2025-12-08T09:55:17Z,2025-08-01,42,R2,10.3357
2025-12-08T09:55:17Z,2025-08-01,41,R2,11.1804
2025-12-08T09:55:17Z,2025-08-01,40,R2,11.6829
2025-12-08T09:55:17Z,2025-08-01,39,R2,12.5059
2025-12-08T09:55:17Z,2025-08-01,38,R2,13.0258
2025-12-08T09:55:17Z,2025-08-01,25,R2,12.807
2025-12-08T09:55:17Z,2025-08-01,36,R2,14.5651
2025-12-08T09:55:17Z,2025-08-01,27,R2,13.2904
2025-12-08T09:55:17Z,2025-08-01,28,R2,14.3419
2025-12-08T09:55:17Z,2025-08-01,29,R2,15.4724
2025-12-08T09:55:17Z,2025-08-01,30,R2,15.6617
2025-12-08T09:55:17Z,2025-08-01,37,R2,13.3105
2025-12-08T09:55:17Z,2025-08-01,32,R2,15.6448
2025-12-08T09:55:17Z,2025-08-01,33,R2,15.8775
2025-12-08T09:55:17Z,2025-08-01,34,R2,15.7508
2025-12-08T09:55:17Z,2025-08-01,35,R2,15.4386
2025-12-08T09:55:17Z,2025-08-01,31,R2,15.5264
2025-12-08T09:55:17Z,2025-08-02,13,R2,8.1414
2025-12-08T09:55:17Z,2025-08-02,22,R2,11.0426
2025-12-08T09:55:17Z,2025-08-02,21,R2,10.0839
2025-12-08T09:55:17Z,2025-08-02,20,R2,11.0543
2025-12-08T09:55:17Z,2025-08-02,19,R2,10.5096
2025-12-08T09:55:17Z,2025-08-02,17,R2,9.0149
2025-12-08T09:55:17Z,2025-08-02,16,R2,8.478
2025-12-08T09:55:17Z,2025-08-02,15,R2,8.1504
2025-12-08T09:55:17Z,2025-08-02,14,R2,7.972
2025-12-08T09:55:17Z,2025-08-02,12,R2,8.2477
2025-12-08T09:55:17Z,2025-08-02,6,R2,8.4741
2025-12-08T09:55:17Z,2025-08-02,10,R2,8.2808
2025-12-08T09:55:17Z,2025-08-02,9,R2,8.2252
2025-12-08T09:55:17Z,2025-08-02,8,R2,8.2576
2025-12-08T09:55:17Z,2025-08-02,7,R2,8.308
2025-12-08T09:55:17Z,2025-08-02,23,R2,11.6288
2025-12-08T09:55:17Z,2025-08-02,5,R2,8.8191
2025-12-08T09:55:17Z,2025-08-02,4,R2,8.9661
2025-12-08T09:55:17Z,2025-08-02,3,R2,9.0363
2025-12-08T09:55:17Z,2025-08-02,2,R2,8.9531
2025-12-08T09:55:17Z,2025-08-02,1,R2,9.1346
2025-12-08T09:55:17Z,2025-08-02,11,R2,8.2469
2025-12-08T09:55:17Z,2025-08-02,24,R2,11.4736
2025-12-08T09:55:17Z,2025-08-02,18,R2,9.5151
2025-12-08T09:55:17Z,2025-08-02,26,R2,12.7641
2025-12-08T09:55:17Z,2025-08-02,25,R2,12.0271
2025-12-08T09:55:17Z,2025-08-02,47,R2,9.9342
2025-12-08T09:55:17Z,2025-08-02,46,R2,10.2173
2025-12-08T09:55:17Z,2025-08-02,45,R2,10.0663
2025-12-08T09:55:17Z,2025-08-02,44,R2,10.0246
2025-12-08T09:55:17Z,2025-08-02,43,R2,9.1644
2025-12-08T09:55:17Z,2025-08-02,42,R2,9.7515
2025-12-08T09:55:17Z,2025-08-02,41,R2,10.3788
2025-12-08T09:55:17Z,2025-08-02,40,R2,10.9154
2025-12-08T09:55:17Z,2025-08-02,39,R2,11.7514
2025-12-08T09:55:17Z,2025-08-02,38,R2,12.768
2025-12-08T09:55:17Z,2025-08-02,48,R2,9.7929
2025-12-08T09:55:17Z,2025-08-02,36,R2,13.5257
2025-12-08T09:55:17Z,2025-08-02,37,R2,13.4804
2025-12-08T09:55:17Z,2025-08-02,28,R2,12.8762
2025-12-08T09:55:17Z,2025-08-02,29,R2,13.0575
2025-12-08T09:55:17Z,2025-08-02,30,R2,13.2625
2025-12-08T09:55:17Z,2025-08-02,27,R2,12.5552
2025-12-08T09:55:17Z,2025-08-02,32,R2,14.8601
2025-12-08T09:55:17Z,2025-08-02,33,R2,13.3549
2025-12-08T09:55:17Z,2025-08-02,34,R2,13.4172
2025-12-08T09:55:17Z,2025-08-02,35,R2,13.8493
2025-12-08T09:55:17Z,2025-08-02,31,R2,14.0239
2025-12-08T09:55:17Z,2025-08-03,22,R2,15.3046
2025-12-08T09:55:17Z,2025-08-03,13,R2,10.8864
2025-12-08T09:55:17Z,2025-08-03,21,R2,14.7418
2025-12-08T09:55:17Z,2025-08-03,20,R2,14.5705
2025-12-08T09:55:17Z,2025-08-03,19,R2,13.5981
2025-12-08T09:55:17Z,2025-08-03,17,R2,11.8882
2025-12-08T09:55:17Z,2025-08-03,16,R2,11.503
2025-12-08T09:55:17Z,2025-08-03,15,R2,11.1297
2025-12-08T09:55:17Z,2025-08-03,14,R2,10.6346
2025-12-08T09:55:17Z,2025-08-03,12,R2,10.4224
2025-12-08T09:55:17Z,2025-08-03,6,R2,9.4151
2025-12-08T09:55:17Z,2025-08-03,10,R2,9.8321
2025-12-08T09:55:17Z,2025-08-03,9,R2,9.685
2025-12-08T09:55:17Z,2025-08-03,8,R2,9.5843
2025-12-08T09:55:17Z,2025-08-03,7,R2,9.3083
2025-12-08T09:55:17Z,2025-08-03,5,R2,9.2817
2025-12-08T09:55:17Z,2025-08-03,4,R2,9.4393
2025-12-08T09:55:17Z,2025-08-03,3,R2,9.6594
2025-12-08T09:55:17Z,2025-08-03,2,R2,9.6706
2025-12-08T09:55:17Z,2025-08-03,1,R2,9.7561
2025-12-08T09:55:17Z,2025-08-03,23,R2,15.5605
2025-12-08T09:55:17Z,2025-08-03,11,R2,9.0461
2025-12-08T09:55:17Z,2025-08-03,24,R2,15.6005
2025-12-08T09:55:17Z,2025-08-03,18,R2,12.4849
2025-12-08T09:55:17Z,2025-08-03,26,R2,15.241
2025-12-08T09:55:17Z,2025-08-03,47,R2,8.7711
2025-12-08T09:55:17Z,2025-08-03,46,R2,8.9575
2025-12-08T09:55:17Z,2025-08-03,45,R2,9.0643
2025-12-08T09:55:17Z,2025-08-03,44,R2,9.2119
2025-12-08T09:55:17Z,2025-08-03,43,R2,9.2837
2025-12-08T09:55:17Z,2025-08-03,42,R2,9.338
2025-12-08T09:55:17Z,2025-08-03,41,R2,9.3425
2025-12-08T09:55:17Z,2025-08-03,40,R2,10.5977
2025-12-08T09:55:17Z,2025-08-03,39,R2,11.5263
2025-12-08T09:55:17Z,2025-08-03,38,R2,13.3511
2025-12-08T09:55:17Z,2025-08-03,37,R2,15.0834
2025-12-08T09:55:17Z,2025-08-03,25,R2,15.1305
2025-12-08T09:55:17Z,2025-08-03,35,R2,16.2753
2025-12-08T09:55:17Z,2025-08-03,34,R2,17.3076
2025-12-08T09:55:17Z,2025-08-03,33,R2,17.4989
2025-12-08T09:55:17Z,2025-08-03,32,R2,16.4209
2025-12-08T09:55:17Z,2025-08-03,31,R2,15.1942
2025-12-08T09:55:17Z,2025-08-03,48,R2,8.9126
2025-12-08T09:55:17Z,2025-08-03,30,R2,14.8008
2025-12-08T09:55:17Z,2025-08-03,29,R2,14.5148
2025-12-08T09:55:17Z,2025-08-03,28,R2,14.8199
2025-12-08T09:55:17Z,2025-08-03,27,R2,14.4942
2025-12-08T09:55:17Z,2025-08-03,36,R2,15.8029
2025-12-08T09:55:17Z,2025-08-04,15,R2,14.2328
2025-12-08T09:55:17Z,2025-08-04,16,R2,14.6648
2025-12-08T09:55:17Z,2025-08-04,17,R2,14.9936
2025-12-08T09:55:17Z,2025-08-04,22,R2,16.9928
2025-12-08T09:55:17Z,2025-08-04,19,R2,15.9202
2025-12-08T09:55:17Z,2025-08-04,20,R2,16.9801
2025-12-08T09:55:17Z,2025-08-04,21,R2,16.7222
2025-12-08T09:55:17Z,2025-08-04,14,R2,13.8797
2025-12-08T09:55:17Z,2025-08-04,18,R2,15.4863
2025-12-08T09:55:17Z,2025-08-04,13,R2,13.6546
2025-12-08T09:55:17Z,2025-08-04,7,R2,10.2969
2025-12-08T09:55:17Z,2025-08-04,11,R2,12.8189
2025-12-08T09:55:17Z,2025-08-04,10,R2,11.9491
2025-12-08T09:55:17Z,2025-08-04,9,R2,11.2179
2025-12-08T09:55:17Z,2025-08-04,8,R2,10.3616
2025-12-08T09:55:17Z,2025-08-04,6,R2,9.6015
2025-12-08T09:55:17Z,2025-08-04,5,R2,9.1037
2025-12-08T09:55:17Z,2025-08-04,4,R2,8.5783
2025-12-08T09:55:17Z,2025-08-04,3,R2,8.17
2025-12-08T09:55:17Z,2025-08-04,2,R2,8.2277
2025-12-08T09:55:17Z,2025-08-04,23,R2,16.9509
2025-12-08T09:55:17Z,2025-08-04,12,R2,13.6895
2025-12-08T09:55:17Z,2025-08-04,1,R2,8.4643
2025-12-08T09:55:17Z,2025-08-04,24,R2,16.6796
2025-12-08T09:55:17Z,2025-08-04,26,R2,16.5597
2025-12-08T09:55:17Z,2025-08-04,25,R2,16.7479
2025-12-08T09:55:17Z,2025-08-04,48,R2,12.9818
2025-12-08T09:55:17Z,2025-08-04,47,R2,12.78
2025-12-08T09:55:17Z,2025-08-04,46,R2,12.6759
2025-12-08T09:55:17Z,2025-08-04,45,R2,12.9077
2025-12-08T09:55:17Z,2025-08-04,44,R2,13.1645
2025-12-08T09:55:17Z,2025-08-04,43,R2,13.0467
2025-12-08T09:55:17Z,2025-08-04,41,R2,13.4205
2025-12-08T09:55:17Z,2025-08-04,40,R2,13.6776
2025-12-08T09:55:17Z,2025-08-04,39,R2,14.1053
2025-12-08T09:55:17Z,2025-08-04,38,R2,14.6582
2025-12-08T09:55:17Z,2025-08-04,42,R2,13.1116
2025-12-08T09:55:17Z,2025-08-04,36,R2,16.4878
2025-12-08T09:55:17Z,2025-08-04,37,R2,16.4767
2025-12-08T09:55:17Z,2025-08-04,28,R2,16.4085
2025-12-08T09:55:17Z,2025-08-04,29,R2,16.1431
2025-12-08T09:55:17Z,2025-08-04,30,R2,15.7874
2025-12-08T09:55:17Z,2025-08-04,31,R2,15.9551
2025-12-08T09:55:17Z,2025-08-04,27,R2,16.1285
2025-12-08T09:55:17Z,2025-08-04,33,R2,16.7441
2025-12-08T09:55:17Z,2025-08-04,34,R2,17.8107
2025-12-08T09:55:17Z,2025-08-04,35,R2,17.2221
2025-12-08T09:55:17Z,2025-08-04,32,R2,16.2849
2025-12-08T09:55:17Z,2025-08-05,13,R2,0.918
2025-12-08T09:55:17Z,2025-08-05,21,R2,1.2562
2025-12-08T09:55:17Z,2025-08-05,20,R2,1.2477
2025-12-08T09:55:17Z,2025-08-05,19,R2,1.2574
2025-12-08T09:55:17Z,2025-08-05,18,R2,1.2405
2025-12-08T09:55:17Z,2025-08-05,17,R2,1.2041
2025-12-08T09:55:17Z,2025-08-05,16,R2,1.1919
2025-12-08T09:55:17Z,2025-08-05,15,R2,1.1323
2025-12-08T09:55:17Z,2025-08-05,14,R2,0.9933
2025-12-08T09:55:17Z,2025-08-05,12,R2,0.6681
2025-12-08T09:55:17Z,2025-08-05,1,R2,0.5287
2025-12-08T09:55:17Z,2025-08-05,10,R2,0.5376
2025-12-08T09:55:17Z,2025-08-05,9,R2,0.5282
2025-12-08T09:55:17Z,2025-08-05,8,R2,0.5292
2025-12-08T09:55:17Z,2025-08-05,7,R2,0.5344
2025-12-08T09:55:17Z,2025-08-05,22,R2,1.18
2025-12-08T09:55:17Z,2025-08-05,6,R2,0.533
2025-12-08T09:55:17Z,2025-08-05,5,R2,0.5345
2025-12-08T09:55:17Z,2025-08-05,4,R2,0.5339
2025-12-08T09:55:17Z,2025-08-05,3,R2,0.5425
2025-12-08T09:55:17Z,2025-08-05,2,R2,0.5451
2025-12-08T09:55:17Z,2025-08-05,11,R2,0.5308
2025-12-08T09:55:17Z,2025-08-05,23,R2,1.207
2025-12-08T09:55:17Z,2025-08-05,42,R2,0.6294
2025-12-08T09:55:17Z,2025-08-05,25,R2,1.2254
2025-12-08T09:55:17Z,2025-08-05,24,R2,1.2436
2025-12-08T09:55:17Z,2025-08-05,47,R2,0.5536
2025-12-08T09:55:17Z,2025-08-05,46,R2,0.5565
2025-12-08T09:55:17Z,2025-08-05,45,R2,0.5611
2025-12-08T09:55:17Z,2025-08-05,44,R2,0.5768
2025-12-08T09:55:17Z,2025-08-05,43,R2,0.5741
2025-12-08T09:55:17Z,2025-08-05,41,R2,0.6433
2025-12-08T09:55:17Z,2025-08-05,40,R2,0.6429
2025-12-08T09:55:17Z,2025-08-05,39,R2,0.6486
2025-12-08T09:55:17Z,2025-08-05,38,R2,0.7084
2025-12-08T09:55:17Z,2025-08-05,37,R2,0.7225
2025-12-08T09:55:17Z,2025-08-05,48,R2,0.5541
2025-12-08T09:55:17Z,2025-08-05,35,R2,0.885
2025-12-08T09:55:17Z,2025-08-05,36,R2,0.7884
2025-12-08T09:55:17Z,2025-08-05,27,R2,1.2535
2025-12-08T09:55:17Z,2025-08-05,28,R2,1.2698
2025-12-08T09:55:17Z,2025-08-05,29,R2,1.2352
2025-12-08T09:55:17Z,2025-08-05,26,R2,1.1755
2025-12-08T09:55:17Z,2025-08-05,31,R2,1.1761
2025-12-08T09:55:17Z,2025-08-05,32,R2,1.1929
2025-12-08T09:55:17Z,2025-08-05,33,R2,1.1924
2025-12-08T09:55:17Z,2025-08-05,34,R2,1.0877
2025-12-08T09:55:17Z,2025-08-05,30,R2,1.1418
2025-12-08T09:55:17Z,2025-08-06,13,R2,0.8088
2025-12-08T09:55:17Z,2025-08-06,22,R2,0.9655
2025-12-08T09:55:17Z,2025-08-06,21,R2,1.1858
2025-12-08T09:55:17Z,2025-08-06,20,R2,1.196
2025-12-08T09:55:17Z,2025-08-06,19,R2,1.0211
2025-12-08T09:55:17Z,2025-08-06,17,R2,0.9784
2025-12-08T09:55:17Z,2025-08-06,16,R2,1.0606
2025-12-08T09:55:17Z,2025-08-06,15,R2,1.0413
2025-12-08T09:55:17Z,2025-08-06,14,R2,1.0236
2025-12-08T09:55:17Z,2025-08-06,12,R2,0.6643
2025-12-08T09:55:17Z,2025-08-06,6,R2,0.539
2025-12-08T09:55:17Z,2025-08-06,10,R2,0.5274
2025-12-08T09:55:17Z,2025-08-06,9,R2,0.5311
2025-12-08T09:55:17Z,2025-08-06,8,R2,0.5307
2025-12-08T09:55:17Z,2025-08-06,7,R2,0.5327
2025-12-08T09:55:17Z,2025-08-06,23,R2,0.8672
2025-12-08T09:55:17Z,2025-08-06,5,R2,0.5438
2025-12-08T09:55:17Z,2025-08-06,4,R2,0.5479
2025-12-08T09:55:17Z,2025-08-06,3,R2,0.5588
2025-12-08T09:55:17Z,2025-08-06,2,R2,0.5545
2025-12-08T09:55:17Z,2025-08-06,1,R2,0.5512
2025-12-08T09:55:17Z,2025-08-06,11,R2,0.533
2025-12-08T09:55:17Z,2025-08-06,24,R2,0.8293
2025-12-08T09:55:17Z,2025-08-06,18,R2,0.9915
2025-12-08T09:55:17Z,2025-08-06,26,R2,0.8134
2025-12-08T09:55:17Z,2025-08-06,25,R2,0.8274
2025-12-08T09:55:17Z,2025-08-06,47,R2,0.5466
2025-12-08T09:55:17Z,2025-08-06,46,R2,0.5558
2025-12-08T09:55:17Z,2025-08-06,45,R2,0.5417
2025-12-08T09:55:17Z,2025-08-06,44,R2,0.5434
2025-12-08T09:55:17Z,2025-08-06,43,R2,0.567
2025-12-08T09:55:17Z,2025-08-06,42,R2,0.6206
2025-12-08T09:55:17Z,2025-08-06,41,R2,0.641
2025-12-08T09:55:17Z,2025-08-06,40,R2,0.6402
2025-12-08T09:55:17Z,2025-08-06,39,R2,0.6567
2025-12-08T09:55:17Z,2025-08-06,38,R2,0.716
2025-12-08T09:55:17Z,2025-08-06,48,R2,0.5542
2025-12-08T09:55:17Z,2025-08-06,36,R2,0.8719
2025-12-08T09:55:17Z,2025-08-06,37,R2,0.7654
2025-12-08T09:55:17Z,2025-08-06,28,R2,0.9128
2025-12-08T09:55:17Z,2025-08-06,29,R2,1.1501
2025-12-08T09:55:17Z,2025-08-06,30,R2,1.1623
2025-12-08T09:55:17Z,2025-08-06,27,R2,0.8515
2025-12-08T09:55:17Z,2025-08-06,32,R2,1.2151
2025-12-08T09:55:17Z,2025-08-06,33,R2,1.154
2025-12-08T09:55:17Z,2025-08-06,34,R2,1.0934
2025-12-08T09:55:17Z,2025-08-06,35,R2,0.9795
2025-12-08T09:55:17Z,2025-08-06,31,R2,1.1983
2025-12-08T09:55:17Z,2025-08-07,21,R2,1.3289
2025-12-08T09:55:17Z,2025-08-07,13,R2,0.9632
2025-12-08T09:55:17Z,2025-08-07,20,R2,1.3444
2025-12-08T09:55:17Z,2025-08-07,19,R2,1.3712
2025-12-08T09:55:17Z,2025-08-07,18,R2,1.3093
2025-12-08T09:55:17Z,2025-08-07,17,R2,1.3077
2025-12-08T09:55:17Z,2025-08-07,16,R2,1.289
2025-12-08T09:55:17Z,2025-08-07,15,R2,1.1938
2025-12-08T09:55:17Z,2025-08-07,14,R2,1.0585
2025-12-08T09:55:17Z,2025-08-07,12,R2,0.75
2025-12-08T09:55:17Z,2025-08-07,1,R2,0.6115
2025-12-08T09:55:17Z,2025-08-07,10,R2,0.5872
2025-12-08T09:55:17Z,2025-08-07,9,R2,0.6093
2025-12-08T09:55:17Z,2025-08-07,8,R2,0.6111
2025-12-08T09:55:17Z,2025-08-07,7,R2,0.6089
2025-12-08T09:55:17Z,2025-08-07,6,R2,0.617
2025-12-08T09:55:17Z,2025-08-07,5,R2,0.6016
2025-12-08T09:55:17Z,2025-08-07,4,R2,0.582
2025-12-08T09:55:17Z,2025-08-07,3,R2,0.6213
2025-12-08T09:55:17Z,2025-08-07,2,R2,0.6173
2025-12-08T09:55:17Z,2025-08-07,22,R2,1.3836
2025-12-08T09:55:17Z,2025-08-07,11,R2,0.5876
2025-12-08T09:55:17Z,2025-08-07,23,R2,1.3716
2025-12-08T09:55:17Z,2025-08-07,42,R2,0.6797
2025-12-08T09:55:17Z,2025-08-07,25,R2,1.3495
2025-12-08T09:55:17Z,2025-08-07,24,R2,1.3372
2025-12-08T09:55:17Z,2025-08-07,47,R2,0.5862
2025-12-08T09:55:17Z,2025-08-07,46,R2,0.5933
2025-12-08T09:55:17Z,2025-08-07,45,R2,0.5961
2025-12-08T09:55:17Z,2025-08-07,44,R2,0.5997
2025-12-08T09:55:17Z,2025-08-07,43,R2,0.6195
2025-12-08T09:55:17Z,2025-08-07,41,R2,0.6985
2025-12-08T09:55:17Z,2025-08-07,40,R2,0.7024
2025-12-08T09:55:17Z,2025-08-07,39,R2,0.7131
2025-12-08T09:55:17Z,2025-08-07,38,R2,0.7832
2025-12-08T09:55:17Z,2025-08-07,37,R2,0.8204
2025-12-08T09:55:17Z,2025-08-07,48,R2,0.5874
2025-12-08T09:55:17Z,2025-08-07,35,R2,1.0055
2025-12-08T09:55:17Z,2025-08-07,36,R2,0.8933
2025-12-08T09:55:17Z,2025-08-07,27,R2,1.341
2025-12-08T09:55:17Z,2025-08-07,28,R2,1.3326
2025-12-08T09:55:17Z,2025-08-07,29,R2,1.2674
2025-12-08T09:55:17Z,2025-08-07,26,R2,1.2798
2025-12-08T09:55:17Z,2025-08-07,31,R2,1.2834
2025-12-08T09:55:17Z,2025-08-07,32,R2,1.3184
2025-12-08T09:55:17Z,2025-08-07,33,R2,1.218
2025-12-08T09:55:17Z,2025-08-07,34,R2,1.1255
2025-12-08T09:55:17Z,2025-08-07,30,R2,1.2732
2026-01-09T09:55:17Z,2025-08-08,22,R2,12.0845
2026-01-09T09:55:17Z,2025-08-08,14,R2,9.6163
2026-01-09T09:55:17Z,2025-08-08,21,R2,12.0886
2026-01-09T09:55:17Z,2025-08-08,20,R2,12.1789
2026-01-09T09:55:17Z,2025-08-08,19,R2,12.2909
2026-01-09T09:55:17Z,2025-08-08,18,R2,11.7519
2026-01-09T09:55:17Z,2025-08-08,17,R2,10.7846
2026-01-09T09:55:17Z,2025-08-08,16,R2,10.1166
2026-01-09T09:55:17Z,2025-08-08,15,R2,9.7783
2026-01-09T09:55:17Z,2025-08-08,13,R2,9.6613
2026-01-09T09:55:17Z,2025-08-08,7,R2,9.1278
2026-01-09T09:55:17Z,2025-08-08,11,R2,9.3393
2026-01-09T09:55:17Z,2025-08-08,10,R2,9.8652
2026-01-09T09:55:17Z,2025-08-08,9,R2,9.6696
2026-01-09T09:55:17Z,2025-08-08,8,R2,9.1904
2026-01-09T09:55:17Z,2025-08-08,6,R2,9.7809
2026-01-09T09:55:17Z,2025-08-08,5,R2,9.7537
2026-01-09T09:55:17Z,2025-08-08,4,R2,9.3454
2026-01-09T09:55:17Z,2025-08-08,3,R2,8.7713
2026-01-09T09:55:17Z,2025-08-08,2,R2,9.1059
2026-01-09T09:55:17Z,2025-08-08,23,R2,13.0449
2026-01-09T09:55:17Z,2025-08-08,12,R2,9.3209
2026-01-09T09:55:17Z,2025-08-08,1,R2,9.1059
2026-01-09T09:55:17Z,2025-08-08,24,R2,13.6963
2026-01-09T09:55:17Z,2025-08-08,26,R2,14.6192
2026-01-09T09:55:17Z,2025-08-08,48,R2,10.2517
2026-01-09T09:55:17Z,2025-08-08,47,R2,10.0828
2026-01-09T09:55:17Z,2025-08-08,46,R2,10.2331
2026-01-09T09:55:17Z,2025-08-08,45,R2,9.8272
2026-01-09T09:55:17Z,2025-08-08,44,R2,10.0153
2026-01-09T09:55:17Z,2025-08-08,43,R2,9.7537
2026-01-09T09:55:17Z,2025-08-08,42,R2,9.7796
2026-01-09T09:55:17Z,2025-08-08,41,R2,9.8044
2026-01-09T09:55:17Z,2025-08-08,40,R2,10.185
2026-01-09T09:55:17Z,2025-08-08,39,R2,10.4533
2026-01-09T09:55:17Z,2025-08-08,38,R2,11.249
2026-01-09T09:55:17Z,2025-08-08,25,R2,13.8679
2026-01-09T09:55:17Z,2025-08-08,36,R2,13.4584
2026-01-09T09:55:17Z,2025-08-08,35,R2,13.9492
2026-01-09T09:55:17Z,2025-08-08,34,R2,14.5719
2026-01-09T09:55:17Z,2025-08-08,33,R2,15.1755
2026-01-09T09:55:17Z,2025-08-08,32,R2,16.1099
2026-01-09T09:55:17Z,2025-08-08,31,R2,15.8838
2026-01-09T09:55:17Z,2025-08-08,30,R2,15.2187
2026-01-09T09:55:17Z,2025-08-08,29,R2,15.1963
2026-01-09T09:55:17Z,2025-08-08,28,R2,15.2143
2026-01-09T09:55:17Z,2025-08-08,27,R2,15.1507
2026-01-09T09:55:17Z,2025-08-08,37,R2,12.3284
2026-01-09T09:55:17Z,2025-08-09,14,R2,0.5938
2026-01-09T09:55:17Z,2025-08-09,15,R2,0.5874
2026-01-09T09:55:17Z,2025-08-09,16,R2,0.5544
2026-01-09T09:55:17Z,2025-08-09,21,R2,0.4853
2026-01-09T09:55:17Z,2025-08-09,18,R2,0.5069
2026-01-09T09:55:17Z,2025-08-09,19,R2,0.4969
2026-01-09T09:55:17Z,2025-08-09,20,R2,0.4995
2026-01-09T09:55:17Z,2025-08-09,13,R2,0.6177
2026-01-09T09:55:17Z,2025-08-09,17,R2,0.5275
2026-01-09T09:55:17Z,2025-08-09,12,R2,0.6115
2026-01-09T09:55:17Z,2025-08-09,6,R2,0.62
2026-01-09T09:55:17Z,2025-08-09,10,R2,0.6297
2026-01-09T09:55:17Z,2025-08-09,9,R2,0.621
2026-01-09T09:55:17Z,2025-08-09,8,R2,0.6096
2026-01-09T09:55:17Z,2025-08-09,7,R2,0.6307
2026-01-09T09:55:17Z,2025-08-09,5,R2,0.6083
2026-01-09T09:55:17Z,2025-08-09,4,R2,0.6238
2026-01-09T09:55:17Z,2025-08-09,3,R2,0.639
2026-01-09T09:55:17Z,2025-08-09,2,R2,0.6249
2026-01-09T09:55:17Z,2025-08-09,1,R2,0.6239
2026-01-09T09:55:17Z,2025-08-09,22,R2,0.4963
2026-01-09T09:55:17Z,2025-08-09,11,R2,0.6104
2026-01-09T09:55:17Z,2025-08-09,23,R2,0.5106
2026-01-09T09:55:17Z,2025-08-09,24,R2,0.4878
2026-01-09T09:55:17Z,2025-08-09,25,R2,0.5977
2026-01-09T09:55:17Z,2025-08-09,47,R2,0.6404
2026-01-09T09:55:17Z,2025-08-09,46,R2,0.639
2026-01-09T09:55:17Z,2025-08-09,45,R2,0.6332
2026-01-09T09:55:17Z,2025-08-09,44,R2,0.6206
2026-01-09T09:55:17Z,2025-08-09,43,R2,0.628
2026-01-09T09:55:17Z,2025-08-09,42,R2,0.639
2026-01-09T09:55:17Z,2025-08-09,41,R2,0.6374
2026-01-09T09:55:17Z,2025-08-09,40,R2,0.6268
2026-01-09T09:55:17Z,2025-08-09,39,R2,0.6157
2026-01-09T09:55:17Z,2025-08-09,38,R2,0.5733
2026-01-09T09:55:17Z,2025-08-09,37,R2,0.581
2026-01-09T09:55:17Z,2025-08-09,48,R2,0.6411
2026-01-09T09:55:17Z,2025-08-09,35,R2,0.533
2026-01-09T09:55:17Z,2025-08-09,34,R2,0.5371
2026-01-09T09:55:17Z,2025-08-09,33,R2,0.506
2026-01-09T09:55:17Z,2025-08-09,32,R2,0.506
2026-01-09T09:55:17Z,2025-08-09,31,R2,0.5028
2026-01-09T09:55:17Z,2025-08-09,30,R2,0.4892
2026-01-09T09:55:17Z,2025-08-09,29,R2,0.5308
2026-01-09T09:55:17Z,2025-08-09,28,R2,0.5439
2026-01-09T09:55:17Z,2025-08-09,27,R2,0.4983
2026-01-09T09:55:17Z,2025-08-09,26,R2,0.515
2026-01-09T09:55:17Z,2025-08-09,36,R2,0.565
2026-01-09T09:55:17Z,2025-08-10,14,R2,0.5337
2026-01-09T09:55:17Z,2025-08-10,15,R2,0.5394
2026-01-09T09:55:17Z,2025-08-10,16,R2,0.5303
2026-01-09T09:55:17Z,2025-08-10,21,R2,0.4692
2026-01-09T09:55:17Z,2025-08-10,18,R2,0.5182
2026-01-09T09:55:17Z,2025-08-10,19,R2,0.4938
