UTCTime,ClockTime,energy
2025-03-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,0.0
2025-03-01 00:30:00+00:00,2025-03-01 00:30:00+00:00,0.0
2025-03-01 01:00:00+00:00,2025-03-01 01:00:00+00:00,0.0
2025-03-01 01:30:00+00:00,2025-03-01 01:30:00+00:00,0.0
2025-03-01 02:00:00+00:00,2025-03-01 02:00:00+00:00,0.0
2025-03-01 02:30:00+00:00,2025-03-01 02:30:00+00:00,0.0
2025-03-01 03:00:00+00:00,2025-03-01 03:00:00+00:00,0.0
2025-03-01 03:30:00+00:00,2025-03-01 03:30:00+00:00,0.0
2025-03-01 04:00:00+00:00,2025-03-01 04:00:00+00:00,0.0
2025-03-01 04:30:00+00:00,2025-03-01 04:30:00+00:00,0.0
2025-03-01 05:00:00+00:00,2025-03-01 05:00:00+00:00,0.0
2025-03-01 05:30:00+00:00,2025-03-01 05:30:00+00:00,0.0
2025-03-01 06:00:00+00:00,2025-03-01 06:00:00+00:00,0.0
2025-03-01 06:30:00+00:00,2025-03-01 06:30:00+00:00,0.0
2025-03-01 07:00:00+00:00,2025-03-01 07:00:00+00:00,1.9912765195191464
2025-03-01 07:30:00+00:00,2025-03-01 07:30:00+00:00,12.281480435922731
2025-03-01 08:00:00+00:00,2025-03-01 08:00:00+00:00,25.498523382058575
2025-03-01 08:30:00+00:00,2025-03-01 08:30:00+00:00,36.13457629057859
2025-03-01 09:00:00+00:00,2025-03-01 09:00:00+00:00,47.02827779035272
2025-03-01 09:30:00+00:00,2025-03-01 09:30:00+00:00,54.48447312179724
2025-03-01 10:00:00+00:00,2025-03-01 10:00:00+00:00,58.17998981199593
2025-03-01 10:30:00+00:00,2025-03-01 10:30:00+00:00,58.74388257061946
2025-03-01 11:00:00+00:00,2025-03-01 11:00:00+00:00,54.69825661551646
2025-03-01 11:30:00+00:00,2025-03-01 11:30:00+00:00,66.28153242405335
2025-03-01 12:00:00+00:00,2025-03-01 12:00:00+00:00,65.99289132637364
2025-03-01 12:30:00+00:00,2025-03-01 12:30:00+00:00,65.61703480877247
2025-03-01 13:00:00+00:00,2025-03-01 13:00:00+00:00,65.03456680152203
2025-03-01 13:30:00+00:00,2025-03-01 13:30:00+00:00,63.10915448705486
2025-03-01 14:00:00+00:00,2025-03-01 14:00:00+00:00,59.89376559897823
2025-03-01 14:30:00+00:00,2025-03-01 14:30:00+00:00,40.417073356505625
2025-03-01 15:00:00+00:00,2025-03-01 15:00:00+00:00,27.851625479863284
2025-03-01 15:30:00+00:00,2025-03-01 15:30:00+00:00,37.17573499356297
2025-03-01 16:00:00+00:00,2025-03-01 16:00:00+00:00,18.103525701566806
2025-03-01 16:30:00+00:00,2025-03-01 16:30:00+00:00,12.9445799599755
2025-03-01 17:00:00+00:00,2025-03-01 17:00:00+00:00,3.3939923115772204
2025-03-01 17:30:00+00:00,2025-03-01 17:30:00+00:00,0.5515378099414083
2025-03-01 18:00:00+00:00,2025-03-01 18:00:00+00:00,0.5295524764254644
2025-03-01 18:30:00+00:00,2025-03-01 18:30:00+00:00,0.23830551102688902
2025-03-01 19:00:00+00:00,2025-03-01 19:00:00+00:00,0.5267210232047241
2025-03-01 19:30:00+00:00,2025-03-01 19:30:00+00:00,0.22333019151581857
2025-03-01 20:00:00+00:00,2025-03-01 20:00:00+00:00,0.3733348684733073
2025-03-01 20:30:00+00:00,2025-03-01 20:30:00+00:00,0.33172185911632823
2025-03-01 21:00:00+00:00,2025-03-01 21:00:00+00:00,0.3777171838194686
2025-03-01 21:30:00+00:00,2025-03-01 21:30:00+00:00,0.21266638559116657
2025-03-01 22:00:00+00:00,2025-03-01 22:00:00+00:00,0.17629913217831272
2025-03-01 22:30:00+00:00,2025-03-01 22:30:00+00:00,0.06901053357997422
2025-03-01 23:00:00+00:00,2025-03-01 23:00:00+00:00,0.15958653891656605
2025-03-01 23:30:00+00:00,2025-03-01 23:30:00+00:00,0.07662626072847911
2025-03-02 00:00:00+00:00,2025-03-02 00:00:00+00:00,0.0
2025-03-02 00:30:00+00:00,2025-03-02 00:30:00+00:00,0.0
2025-03-02 01:00:00+00:00,2025-03-02 01:00:00+00:00,0.0
2025-03-02 01:30:00+00:00,2025-03-02 01:30:00+00:00,0.0
2025-03-02 02:00:00+00:00,2025-03-02 02:00:00+00:00,0.0
2025-03-02 02:30:00+00:00,2025-03-02 02:30:00+00:00,0.0
2025-03-02 03:00:00+00:00,2025-03-02 03:00:00+00:00,0.0
2025-03-02 03:30:00+00:00,2025-03-02 03:30:00+00:00,0.0
2025-03-02 04:00:00+00:00,2025-03-02 04:00:00+00:00,0.0
2025-03-02 04:30:00+00:00,2025-03-02 04:30:00+00:00,0.0
2025-03-02 05:00:00+00:00,2025-03-02 05:00:00+00:00,0.0
2025-03-02 05:30:00+00:00,2025-03-02 05:30:00+00:00,0.0
2025-03-02 06:00:00+00:00,2025-03-02 06:00:00+00:00,0.0
2025-03-02 06:30:00+00:00,2025-03-02 06:30:00+00:00,0.0
2025-03-02 07:00:00+00:00,2025-03-02 07:00:00+00:00,2.66113544927077
2025-03-02 07:30:00+00:00,2025-03-02 07:30:00+00:00,12.08117885642389
2025-03-02 08:00:00+00:00,2025-03-02 08:00:00+00:00,29.90739059427392
2025-03-02 08:30:00+00:00,2025-03-02 08:30:00+00:00,40.9197612917078
2025-03-02 09:00:00+00:00,2025-03-02 09:00:00+00:00,49.499786114082546
2025-03-02 09:30:00+00:00,2025-03-02 09:30:00+00:00,56.04224716535441
2025-03-02 10:00:00+00:00,2025-03-02 10:00:00+00:00,54.115192847205094
2025-03-02 10:30:00+00:00,2025-03-02 10:30:00+00:00,64.60154957142481
2025-03-02 11:00:00+00:00,2025-03-02 11:00:00+00:00,64.25449107797704
2025-03-02 11:30:00+00:00,2025-03-02 11:30:00+00:00,57.15514861753081
2025-03-02 12:00:00+00:00,2025-03-02 12:00:00+00:00,59.96920984243866
2025-03-02 12:30:00+00:00,2025-03-02 12:30:00+00:00,63.930275589765984
2025-03-02 13:00:00+00:00,2025-03-02 13:00:00+00:00,64.18745923982851
2025-03-02 13:30:00+00:00,2025-03-02 13:30:00+00:00,62.657505432721116
2025-03-02 14:00:00+00:00,2025-03-02 14:00:00+00:00,59.11694022981919
2025-03-02 14:30:00+00:00,2025-03-02 14:30:00+00:00,53.88675356591022
2025-03-02 15:00:00+00:00,2025-03-02 15:00:00+00:00,45.97945570085085
2025-03-02 15:30:00+00:00,2025-03-02 15:30:00+00:00,36.901840024317835
2025-03-02 16:00:00+00:00,2025-03-02 16:00:00+00:00,25.560698546280264
2025-03-02 16:30:00+00:00,2025-03-02 16:30:00+00:00,13.15731620348117
2025-03-02 17:00:00+00:00,2025-03-02 17:00:00+00:00,1.9700871252865308
2025-03-02 17:30:00+00:00,2025-03-02 17:30:00+00:00,0.6627457084276793
2025-03-02 18:00:00+00:00,2025-03-02 18:00:00+00:00,0.0
2025-03-02 18:30:00+00:00,2025-03-02 18:30:00+00:00,0.0
2025-03-02 19:00:00+00:00,2025-03-02 19:00:00+00:00,0.0
2025-03-02 19:30:00+00:00,2025-03-02 19:30:00+00:00,0.0
2025-03-02 20:00:00+00:00,2025-03-02 20:00:00+00:00,0.0
2025-03-02 20:30:00+00:00,2025-03-02 20:30:00+00:00,0.0
2025-03-02 21:00:00+00:00,2025-03-02 21:00:00+00:00,0.0
2025-03-02 21:30:00+00:00,2025-03-02 21:30:00+00:00,0.0
2025-03-02 22:00:00+00:00,2025-03-02 22:00:00+00:00,0.0
2025-03-02 22:30:00+00:00,2025-03-02 22:30:00+00:00,0.0
2025-03-02 23:00:00+00:00,2025-03-02 23:00:00+00:00,0.0
2025-03-02 23:30:00+00:00,2025-03-02 23:30:00+00:00,0.0
2025-03-03 00:00:00+00:00,2025-03-03 00:00:00+00:00,0.0
2025-03-03 00:30:00+00:00,2025-03-03 00:30:00+00:00,0.0
