UTCTime,ClockTime,energy
2025-03-01 00:00:00+00:00,2025-03-01 00:00:00+00:00,13.396000000003365
2025-03-01 00:30:00+00:00,2025-03-01 00:30:00+00:00,12.417999999996365
2025-03-01 01:00:00+00:00,2025-03-01 01:00:00+00:00,11.143000000001617
2025-03-01 01:30:00+00:00,2025-03-01 01:30:00+00:00,11.401999999996399
2025-03-01 02:00:00+00:00,2025-03-01 02:00:00+00:00,11.07800000000395
2025-03-01 02:30:00+00:00,2025-03-01 02:30:00+00:00,11.657999999998875
2025-03-01 03:00:00+00:00,2025-03-01 03:00:00+00:00,12.317999999999753
2025-03-01 03:30:00+00:00,2025-03-01 03:30:00+00:00,12.882000000002673
2025-03-01 04:00:00+00:00,2025-03-01 04:00:00+00:00,13.58199999999726
2025-03-01 04:30:00+00:00,2025-03-01 04:30:00+00:00,14.110000000001262
2025-03-01 05:00:00+00:00,2025-03-01 05:00:00+00:00,13.65700000000072
2025-03-01 05:30:00+00:00,2025-03-01 05:30:00+00:00,14.367999999997316
2025-03-01 06:00:00+00:00,2025-03-01 06:00:00+00:00,16.750000000002046
2025-03-01 06:30:00+00:00,2025-03-01 06:30:00+00:00,19.325999999995133
2025-03-01 07:00:00+00:00,2025-03-01 07:00:00+00:00,22.237000000004173
2025-03-01 07:30:00+00:00,2025-03-01 07:30:00+00:00,22.31399999999894
2025-03-01 08:00:00+00:00,2025-03-01 08:00:00+00:00,23.72500000000184
2025-03-01 08:30:00+00:00,2025-03-01 08:30:00+00:00,23.591999999998848
2025-03-01 09:00:00+00:00,2025-03-01 09:00:00+00:00,22.984000000000947
2025-03-01 09:30:00+00:00,2025-03-01 09:30:00+00:00,20.540000000001783
2025-03-01 10:00:00+00:00,2025-03-01 10:00:00+00:00,20.15699999999447
2025-03-01 10:30:00+00:00,2025-03-01 10:30:00+00:00,17.47000000000116
2025-03-01 11:00:00+00:00,2025-03-01 11:00:00+00:00,17.390999999999508
2025-03-01 11:30:00+00:00,2025-03-01 11:30:00+00:00,16.186000000003897
2025-03-01 12:00:00+00:00,2025-03-01 12:00:00+00:00,16.67299999999682
2025-03-01 12:30:00+00:00,2025-03-01 12:30:00+00:00,16.134000000001716
2025-03-01 13:00:00+00:00,2025-03-01 13:00:00+00:00,20.264999999999873
2025-03-01 13:30:00+00:00,2025-03-01 13:30:00+00:00,17.90599999999972
2025-03-01 14:00:00+00:00,2025-03-01 14:00:00+00:00,15.317000000001597
2025-03-01 14:30:00+00:00,2025-03-01 14:30:00+00:00,14.242999999996298
2025-03-01 15:00:00+00:00,2025-03-01 15:00:00+00:00,13.492000000002005
2025-03-01 15:30:00+00:00,2025-03-01 15:30:00+00:00,13.719999999999004
2025-03-01 16:00:00+00:00,2025-03-01 16:00:00+00:00,16.090000000002302
2025-03-01 16:30:00+00:00,2025-03-01 16:30:00+00:00,17.237999999995054
2025-03-01 17:00:00+00:00,2025-03-01 17:00:00+00:00,16.330000000003906
2025-03-01 17:30:00+00:00,2025-03-01 17:30:00+00:00,19.892999999998096
2025-03-01 18:00:00+00:00,2025-03-01 18:00:00+00:00,22.607000000001676
2025-03-01 18:30:00+00:00,2025-03-01 18:30:00+00:00,25.330000000002656
2025-03-01 19:00:00+00:00,2025-03-01 19:00:00+00:00,23.51899999999864
2025-03-01 19:30:00+00:00,2025-03-01 19:30:00+00:00,22.638999999998987
2025-03-01 20:00:00+00:00,2025-03-01 20:00:00+00:00,18.7759999999995
2025-03-01 20:30:00+00:00,2025-03-01 20:30:00+00:00,18.12699999999745
2025-03-01 21:00:00+00:00,2025-03-01 21:00:00+00:00,19.01000000000078
2025-03-01 21:30:00+00:00,2025-03-01 21:30:00+00:00,18.098000000004046
